,Zip Code,"Volume Sold (Liters), Total","Sale (Dollars), Total","Volume Sold (Liters), Average","Sale (Dollars), Average","Price Per Liter, Average","Margin, Total","Price Per Bottle, Average"
314,52336,361.5,3820.14,17.2142857143,181.911428571,12.4493424036,1303.08,12.1047619048
315,52338,1312.63,38446.84,12.4634357028,455.377803451,26.027891503,12826.67,20.6148807453
316,52340,684.92,8936.59,7.54217105263,95.8663947368,16.7556205776,2989.58,11.0820241228
317,52342,3501.08,46551.62,6.18757936508,78.8229186508,16.7319282885,15581.89,13.7569642857
318,52345,212.0,2265.65,9.63636363636,102.984090909,13.5675324675,759.07,10.0277272727
319,52349,2313.9,27670.01,13.5315789474,161.812923977,12.0765295182,9231.91,13.2076608187
320,52352,258.0,2512.82,14.3333333333,139.601111111,12.0437301587,842.66,11.1116666667
321,52353,8186.77,120213.31,8.08188116861,115.057589461,17.4594441414,40133.29,14.5235364377
322,52356,823.99,10487.18,4.11995,52.4359,17.7198684524,3525.87,15.434
323,52358,611.03,7325.35,4.79336991221,63.4131165204,16.0633181267,2458.58,12.2379608939
324,52361,2257.06,27184.02,8.46454320988,108.068947531,17.0044205614,9112.84,14.158382716
325,52401,13096.14,239332.89,10.1739964523,152.030234218,20.5365848633,79818.7,15.1930677255
326,52402,68951.54,959470.6,9.64397370283,135.104231965,18.3281764236,320775.79,13.5240061837
327,52403,8254.93,124058.84,8.04916473342,112.872024293,16.5204703206,41520.43,11.0192138519
328,52404,26548.71,359277.39,8.08919800901,114.216404892,17.234645537,120113.7,12.1523203143
329,52405,16521.7,220415.44,6.50885918217,84.3861507372,17.9568710699,73626.98,12.29332123
330,52411,6584.19,113193.97,6.17653846154,106.185712946,20.7140181835,37893.05,16.7078236398
331,52501,17552.45,252526.31,7.93026195165,123.010642177,17.2155503234,84547.5,13.7249946503
332,52531,2051.17,28580.4,7.11137792398,98.9946576511,16.2762562727,9564.65,13.7739651559
333,52537,902.75,11152.82,5.31029411765,65.6048235294,14.5013361345,3730.56,14.2478823529
334,52544,5937.67,70524.7,7.48916537489,95.1735263171,15.8882342929,23566.42,14.0752307208
335,52553,196.25,2858.44,8.53260869565,124.28,17.9844927536,954.95,16.3643478261
336,52554,238.5,3206.83,7.22727272727,97.1766666667,15.4986580087,1069.45,12.6009090909
337,52556,5474.78,83560.91,8.14782652732,116.61399273,17.6916415623,27896.95,14.4706288235
338,52565,1105.71,15175.72,7.8802685422,110.915510088,15.3446954843,5069.98,14.6217988065
339,52571,380.75,6508.94,6.56465517241,112.223103448,17.5590968801,2172.88,18.6677586207
340,52577,9198.89,124598.7,10.0498152332,137.672837087,15.8450990417,41688.61,13.9060151672
341,52591,1136.74,12823.11,4.43117796303,49.9238198623,14.3558926371,4295.35,12.9677836173
342,52601,17833.78,272057.05,8.45512283166,125.471763194,18.4889446818,91056.51,12.9734139574
343,52626,149.54,2063.89,6.50173913043,89.7343478261,17.3989130435,688.41,11.3408695652
344,52627,8281.84,113139.33,8.83596265848,118.846228523,17.3166851479,37801.47,14.9081204143
345,52632,16695.53,245322.69,10.9446875954,154.335086711,16.3551493267,81898.55,13.8610172488
346,52637,708.93,10525.08,2.88182926829,42.7848780488,16.7062670715,3510.48,15.3828455285
347,52639,110.4,1610.61,6.49411764706,94.7417647059,15.895070028,540.93,9.14529411765
348,52641,8981.22,114487.32,10.3796388744,133.225330829,17.4717264521,38533.92,13.6942960305
349,52653,756.68,9451.75,5.52872703412,74.6645231846,15.4511264217,3153.67,11.6269455381
350,52655,6510.87,91650.25,6.87220068578,108.843018806,19.9219780833,30664.02,12.8853455774
351,52656,1255.0,21106.32,8.83802816901,148.636056338,17.69481556,7038.36,17.9900704225
352,52722,33848.33,557785.69,8.94090349415,133.225361684,17.7730060036,186241.76,14.9245425998
353,52726,697.83,8644.12,2.01103746398,24.9110086455,16.0138642264,2888.92,12.0937175793
354,52728,325.25,4106.48,12.0462962963,152.091851852,15.6658730159,1375.66,10.3518518519
355,52730,943.89,11899.99,8.35300884956,105.309646018,15.3060865306,3970.54,13.3609734513
356,52732,18799.52,259800.69,8.38141739324,120.658573337,17.1551794491,86754.86,13.0795389263
357,52733,1787.47,25621.55,8.32664174972,116.462070875,15.4244440169,8548.43,12.2811600221
358,52738,1052.65,15531.72,9.87419637338,146.390467752,16.9960009641,5183.2,8.84714403462
359,52747,615.77,7149.19,3.15779487179,36.6625128205,14.8122741148,2389.84,12.6805128205
360,52748,3471.05,46016.09,5.78014503589,79.8665898553,17.5882331156,15404.78,12.8571822501
361,52751,244.33,2814.35,4.98632653061,57.4357142857,17.582957905,944.81,12.5
362,52753,3069.85,61995.41,12.1695377915,322.461218372,24.2665413128,20695.58,16.4561768032
363,52761,18873.5,262747.35,5.60836531625,76.7137186454,17.8789972941,87769.02,12.8743039331
364,52768,221.29,2199.21,6.50852941176,64.6826470588,14.7675770308,733.35,9.73911764706
365,52772,2603.32,34386.92,6.64234773297,94.0605462906,17.0241796709,11503.15,12.8443149412
366,52776,1050.31,16318.49,5.62253568075,92.4795685446,18.7882890075,5447.43,16.4600455399
367,52777,78.12,894.04,4.11157894737,47.0547368421,16.6436779449,299.63,12.8389473684
368,52778,775.43,8824.96,5.08962323209,70.8918339903,15.148201686,2947.61,10.8493612335
369,52802,7436.58,100179.48,6.6726164325,89.2143838983,17.8082412147,33445.02,10.2312295828
370,52803,6106.02,98717.98,10.4763146899,166.831122608,19.2519616103,32937.3,11.7081143022
371,52804,24901.5,375470.88,8.96543528305,140.040271786,18.8571472211,125356.71,12.3971269286
372,52806,13983.1,181948.52,9.28238208748,118.545832829,16.8238896778,60810.53,14.0003803986
373,52807,39654.35,596547.82,13.6642927616,207.861733871,18.7547502102,199253.77,14.7859635579
374,56201,243.0,4086.72,12.15,204.336,19.9503809524,1362.78,16.8665
375,712-2,1021.4,15185.99,5.52108108108,82.0864324324,18.2870487367,5067.98,16.2674594595
